,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Time,Latitude,Longitude,Attenuation,Preamp 1,Preamp 2,DNC Preamp,Carrier No/Index,Center Frequency (MHz),Technology (5G NR LTE FDD LTE TDD),Bandwidth,SSB SCS,SSB Center Frequency (MHZ),L,Cyclic Prefix,No,PCI,Group,Sector,SSB Index,DM-RS,PBCH,S-SS RSRP / RSRP (dBm),S-SS RSRQ / RSRQ (dB),P-SS SNR / P-SS SNR (dB),S-SS SINR / RS SINR (dB),P-SS RSRP / P-SS RSRP (dBm),S-SS RSSI / S-SS RSSI (dBm),/ S-SS RSRP (dBm),/ S-SS Ec/Io (dB),Time Error (us),PBCH DM-RS RSRP (dBm) /,PBCH DM-RS EVM (%) /,VIAVI Solutions;ONA-800;WMTK0002920146;2.210.0003r<Mode>; NSA Signal Analyzer / NSA Route Map
8808,8808,8808,8808,"Friday, June 16, 2023",04:44:36.664 PM CEST,48.1176715,-1.6369082,0,On,Off,Off,1|1496,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,1,1,--,-96.14,-10.94,23.67,3.49,-96.20,-75.10,--,--,522.70,-96.93,176.42,
8809,8809,8809,8809,"Friday, June 16, 2023",04:44:36.664 PM CEST,48.1176715,-1.6369082,0,On,Off,Off,1|1496,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,0,0,--,-102.43,-16.48,20.47,6.51,-102.77,-81.40,--,--,308.63,-96.09,160.81,
8810,8810,8810,8810,"Friday, June 16, 2023",04:44:36.664 PM CEST,48.1176715,-1.6369082,0,On,Off,Off,1|1496,3530.01,5G NR,80,30.0,3529.92,8,--,4,191,63,2,0,0,--,-106.29,-18.82,11.14,4.17,-103.29,-85.25,--,--,348.46,-98.88,228.90,
8811,8811,8811,8811,"Friday, June 16, 2023",04:44:37.662 PM CEST,48.1176605,-1.636924,0,Off,Off,Off,1|1497,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-91.01,-10.04,9.10,7.00,-91.71,-69.97,--,--,809.17,-92.28,88.04,
8812,8812,8812,8812,"Friday, June 16, 2023",04:44:37.662 PM CEST,48.1176605,-1.636924,0,Off,Off,Off,1|1497,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,1,1,--,-98.06,-15.78,7.03,4.97,-97.15,-77.02,--,--,523.23,-92.56,63.84,
8813,8813,8813,8813,"Friday, June 16, 2023",04:44:37.662 PM CEST,48.1176605,-1.636924,0,Off,Off,Off,1|1497,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-100.08,-16.78,6.44,3.30,-101.15,-79.04,--,--,1023.23,-94.80,229.08,
8814,8814,8814,8814,"Friday, June 16, 2023",04:44:37.662 PM CEST,48.1176605,-1.636924,0,Off,Off,Off,1|1497,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,0,0,--,-103.23,-16.25,2.13,4.15,-104.42,-82.19,--,--,309.17,-97.35,123.90,
8815,8815,8815,8815,"Friday, June 16, 2023",04:44:38.663 PM CEST,48.117642,-1.6369367,0,On,Off,Off,1|1498,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-91.01,-10.04,9.10,7.00,-91.71,-69.97,--,--,809.17,-92.28,88.04,
8816,8816,8816,8816,"Friday, June 16, 2023",04:44:38.663 PM CEST,48.117642,-1.6369367,0,On,Off,Off,1|1498,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,1,1,--,-98.06,-15.78,7.03,4.97,-97.15,-77.02,--,--,523.23,-92.56,63.84,
8817,8817,8817,8817,"Friday, June 16, 2023",04:44:38.663 PM CEST,48.117642,-1.6369367,0,On,Off,Off,1|1498,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-100.08,-16.78,6.44,3.30,-101.15,-79.04,--,--,1023.23,-94.80,229.08,
8818,8818,8818,8818,"Friday, June 16, 2023",04:44:38.663 PM CEST,48.117642,-1.6369367,0,On,Off,Off,1|1498,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,0,0,--,-103.23,-16.25,2.13,4.15,-104.42,-82.19,--,--,309.17,-97.35,123.90,
8819,8819,8819,8819,"Friday, June 16, 2023",04:44:39.661 PM CEST,48.1176205,-1.6369465,0,On,Off,Off,1|1499,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-84.10,-12.71,30.83,5.27,-83.99,-63.06,--,--,809.49,-81.70,35.98,
8820,8820,8820,8820,"Friday, June 16, 2023",04:44:39.661 PM CEST,48.1176205,-1.6369465,0,On,Off,Off,1|1499,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,0,0,--,-94.65,-12.51,23.46,9.08,-94.49,-73.61,--,--,309.49,-92.55,34.76,
8821,8821,8821,8821,"Friday, June 16, 2023",04:44:39.661 PM CEST,48.1176205,-1.6369465,0,On,Off,Off,1|1499,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-95.02,-14.46,25.18,4.46,-95.07,-73.98,--,--,1023.55,-90.74,92.52,
8822,8822,8822,8822,"Friday, June 16, 2023",04:44:39.661 PM CEST,48.1176205,-1.6369465,0,On,Off,Off,1|1499,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-97.05,-16.73,25.10,3.57,-97.28,-76.01,--,--,523.55,-90.61,58.69,
8823,8823,8823,8823,"Friday, June 16, 2023",04:44:40.662 PM CEST,48.1175997,-1.6369557,0,On,Off,Off,1|1500,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-84.10,-12.71,30.83,5.27,-83.99,-63.06,--,--,809.49,-81.70,35.98,
8824,8824,8824,8824,"Friday, June 16, 2023",04:44:40.662 PM CEST,48.1175997,-1.6369557,0,On,Off,Off,1|1500,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,0,0,--,-94.65,-12.51,23.46,9.08,-94.49,-73.61,--,--,309.49,-92.55,34.76,
8825,8825,8825,8825,"Friday, June 16, 2023",04:44:40.662 PM CEST,48.1175997,-1.6369557,0,On,Off,Off,1|1500,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-95.02,-14.46,25.18,4.46,-95.07,-73.98,--,--,1023.55,-90.74,92.52,
8826,8826,8826,8826,"Friday, June 16, 2023",04:44:40.662 PM CEST,48.1175997,-1.6369557,0,On,Off,Off,1|1500,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-97.05,-16.73,25.10,3.57,-97.28,-76.01,--,--,523.55,-90.61,58.69,
8827,8827,8827,8827,"Friday, June 16, 2023",04:44:41.662 PM CEST,48.1175753,-1.6369608,0,On,Off,Off,1|1501,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-84.10,-12.71,30.83,5.27,-83.99,-63.06,--,--,809.49,-81.70,35.98,
8828,8828,8828,8828,"Friday, June 16, 2023",04:44:41.662 PM CEST,48.1175753,-1.6369608,0,On,Off,Off,1|1501,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,0,0,--,-94.65,-12.51,23.46,9.08,-94.49,-73.61,--,--,309.49,-92.55,34.76,
8829,8829,8829,8829,"Friday, June 16, 2023",04:44:41.662 PM CEST,48.1175753,-1.6369608,0,On,Off,Off,1|1501,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-95.02,-14.46,25.18,4.46,-95.07,-73.98,--,--,1023.55,-90.74,92.52,
8830,8830,8830,8830,"Friday, June 16, 2023",04:44:41.662 PM CEST,48.1175753,-1.6369608,0,On,Off,Off,1|1501,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-97.05,-16.73,25.10,3.57,-97.28,-76.01,--,--,523.55,-90.61,58.69,
8831,8831,8831,8831,"Friday, June 16, 2023",04:44:42.665 PM CEST,48.1175467,-1.6369593,0,On,Off,Off,1|1502,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-84.89,-11.23,32.39,6.36,-84.98,-63.85,--,--,809.72,-84.21,99.34,
8832,8832,8832,8832,"Friday, June 16, 2023",04:44:42.665 PM CEST,48.1175467,-1.6369593,0,On,Off,Off,1|1502,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-93.26,-11.55,25.82,6.23,-93.48,-72.22,--,--,1023.79,-92.30,64.07,
8833,8833,8833,8833,"Friday, June 16, 2023",04:44:42.665 PM CEST,48.1175467,-1.6369593,0,On,Off,Off,1|1502,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-95.85,-11.21,21.83,7.23,-95.93,-74.81,--,--,309.72,-95.44,74.48,
8834,8834,8834,8834,"Friday, June 16, 2023",04:44:42.665 PM CEST,48.1175467,-1.6369593,0,On,Off,Off,1|1502,3530.01,5G NR,80,30.0,3529.92,8,--,3,272,90,2,2,2,--,-96.81,-17.40,14.52,3.88,-96.46,-75.77,--,--,310.62,-90.45,89.92,
8835,8835,8835,8835,"Friday, June 16, 2023",04:44:42.665 PM CEST,48.1175467,-1.6369593,0,On,Off,Off,1|1502,3530.01,5G NR,80,30.0,3529.92,8,--,4,272,90,2,1,1,--,-100.91,-17.88,10.84,4.75,-105.42,-79.87,--,--,24.68,-94.04,125.59,
8836,8836,8836,8836,"Friday, June 16, 2023",04:44:43.662 PM CEST,48.117516,-1.6369478,0,On,Off,Off,1|1503,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-87.48,-13.78,28.28,5.02,-87.14,-66.44,--,--,810.69,-83.97,42.63,
8837,8837,8837,8837,"Friday, June 16, 2023",04:44:43.662 PM CEST,48.117516,-1.6369478,0,On,Off,Off,1|1503,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-99.13,-15.59,22.20,4.65,-99.50,-78.09,--,--,1024.76,-94.19,74.77,
8838,8838,8838,8838,"Friday, June 16, 2023",04:44:43.662 PM CEST,48.117516,-1.6369478,0,On,Off,Off,1|1503,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,1,1,--,-102.81,-18.90,20.09,5.34,-102.28,-81.78,--,--,524.76,-94.42,96.98,
8839,8839,8839,8839,"Friday, June 16, 2023",04:44:43.662 PM CEST,48.117516,-1.6369478,0,On,Off,Off,1|1503,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,0,0,--,-107.94,-20.79,18.74,5.44,-106.43,-86.90,--,--,310.69,-97.65,71.66,
8840,8840,8840,8840,"Friday, June 16, 2023",04:44:44.661 PM CEST,48.117482,-1.6369337,0,On,Off,Off,1|1504,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-87.98,-11.40,29.91,5.96,-88.08,-66.94,--,--,810.77,-86.93,29.45,
8841,8841,8841,8841,"Friday, June 16, 2023",04:44:44.661 PM CEST,48.117482,-1.6369337,0,On,Off,Off,1|1504,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-98.31,-14.16,21.86,5.10,-98.03,-77.27,--,--,1024.83,-93.99,137.38,
8842,8842,8842,8842,"Friday, June 16, 2023",04:44:44.661 PM CEST,48.117482,-1.6369337,0,On,Off,Off,1|1504,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-99.89,-11.48,19.76,6.28,-99.79,-78.85,--,--,310.77,-99.39,91.38,
8843,8843,8843,8843,"Friday, June 16, 2023",04:44:44.661 PM CEST,48.117482,-1.6369337,0,On,Off,Off,1|1504,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-101.19,-18.00,23.28,7.18,-101.56,-80.15,--,--,524.83,-93.59,47.56,
8844,8844,8844,8844,"Friday, June 16, 2023",04:44:44.661 PM CEST,48.117482,-1.6369337,0,On,Off,Off,1|1504,3530.01,5G NR,80,30.0,3529.92,8,--,4,153,51,0,3,3,--,-107.52,-21.14,4.74,3.74,-105.92,-86.48,--,--,1026.81,-96.64,152.99,
8845,8845,8845,8845,"Friday, June 16, 2023",04:44:45.662 PM CEST,48.1174458,-1.6369128,0,On,Off,Off,1|1505,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-87.98,-11.40,29.91,5.96,-88.08,-66.94,--,--,810.77,-86.93,29.45,
8846,8846,8846,8846,"Friday, June 16, 2023",04:44:45.662 PM CEST,48.1174458,-1.6369128,0,On,Off,Off,1|1505,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-98.31,-14.16,21.86,5.10,-98.03,-77.27,--,--,1024.83,-93.99,137.38,
8847,8847,8847,8847,"Friday, June 16, 2023",04:44:45.662 PM CEST,48.1174458,-1.6369128,0,On,Off,Off,1|1505,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-99.89,-11.48,19.76,6.28,-99.79,-78.85,--,--,310.77,-99.39,91.38,
8848,8848,8848,8848,"Friday, June 16, 2023",04:44:45.662 PM CEST,48.1174458,-1.6369128,0,On,Off,Off,1|1505,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-101.19,-18.00,23.28,7.18,-101.56,-80.15,--,--,524.83,-93.59,47.56,
8849,8849,8849,8849,"Friday, June 16, 2023",04:44:45.662 PM CEST,48.1174458,-1.6369128,0,On,Off,Off,1|1505,3530.01,5G NR,80,30.0,3529.92,8,--,4,153,51,0,3,3,--,-107.52,-21.14,4.74,3.74,-105.92,-86.48,--,--,1026.81,-96.64,152.99,
8850,8850,8850,8850,"Friday, June 16, 2023",04:44:46.661 PM CEST,48.1174123,-1.6368958,0,On,Off,Off,1|1506,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-88.73,-9.26,29.09,12.66,-88.43,-67.69,--,--,811.36,-90.45,45.17,
8851,8851,8851,8851,"Friday, June 16, 2023",04:44:46.661 PM CEST,48.1174123,-1.6368958,0,On,Off,Off,1|1506,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,1,1,--,-95.38,-10.33,22.31,9.28,-95.40,-74.34,--,--,525.42,-95.58,96.95,
8852,8852,8852,8852,"Friday, June 16, 2023",04:44:46.661 PM CEST,48.1174123,-1.6368958,0,On,Off,Off,1|1506,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-103.02,-13.19,17.93,3.82,-101.53,-81.98,--,--,311.36,-100.34,101.45,
8853,8853,8853,8853,"Friday, June 16, 2023",04:44:46.661 PM CEST,48.1174123,-1.6368958,0,On,Off,Off,1|1506,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,3,3,--,-103.12,-15.50,18.52,4.15,-103.80,-82.09,--,--,1025.42,-97.83,142.32,
8854,8854,8854,8854,"Friday, June 16, 2023",04:44:47.662 PM CEST,48.1173702,-1.6368748,0,On,Off,Off,1|1507,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-84.95,-9.24,33.74,12.62,-84.77,-63.91,--,--,811.82,-86.43,44.40,
8855,8855,8855,8855,"Friday, June 16, 2023",04:44:47.662 PM CEST,48.1173702,-1.6368748,0,On,Off,Off,1|1507,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,1,1,--,-95.64,-11.18,24.04,4.91,-95.48,-74.60,--,--,525.88,-95.41,67.11,
8856,8856,8856,8856,"Friday, June 16, 2023",04:44:47.662 PM CEST,48.1173702,-1.6368748,0,On,Off,Off,1|1507,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-96.62,-11.02,20.78,6.00,-97.05,-75.58,--,--,1025.88,-96.37,114.45,
8857,8857,8857,8857,"Friday, June 16, 2023",04:44:47.662 PM CEST,48.1173702,-1.6368748,0,On,Off,Off,1|1507,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,0,0,--,-100.67,-12.83,18.12,4.49,-101.37,-79.63,--,--,311.82,-98.23,100.55,
8858,8858,8858,8858,"Friday, June 16, 2023",04:44:48.665 PM CEST,48.117326,-1.6368477,0,On,Off,Off,1|1508,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-87.94,-12.46,29.46,8.18,-87.62,-66.91,--,--,812.04,-85.59,35.62,
8859,8859,8859,8859,"Friday, June 16, 2023",04:44:48.665 PM CEST,48.117326,-1.6368477,0,On,Off,Off,1|1508,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,1,1,--,-98.58,-14.21,20.82,4.74,-98.85,-77.54,--,--,526.11,-94.25,101.69,
8860,8860,8860,8860,"Friday, June 16, 2023",04:44:48.665 PM CEST,48.117326,-1.6368477,0,On,Off,Off,1|1508,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-100.81,-14.61,21.69,4.15,-100.13,-79.77,--,--,1026.11,-96.87,90.49,
8861,8861,8861,8861,"Friday, June 16, 2023",04:44:48.665 PM CEST,48.117326,-1.6368477,0,On,Off,Off,1|1508,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,0,0,--,-101.45,-13.61,19.19,3.71,-100.28,-80.41,--,--,312.04,-97.97,127.08,
8862,8862,8862,8862,"Friday, June 16, 2023",04:44:49.667 PM CEST,48.1172843,-1.6368227,0,On,Off,Off,1|1509,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-87.94,-12.46,29.46,8.18,-87.62,-66.91,--,--,812.04,-85.59,35.62,
8863,8863,8863,8863,"Friday, June 16, 2023",04:44:49.667 PM CEST,48.1172843,-1.6368227,0,On,Off,Off,1|1509,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,1,1,--,-98.58,-14.21,20.82,4.74,-98.85,-77.54,--,--,526.11,-94.25,101.69,
8864,8864,8864,8864,"Friday, June 16, 2023",04:44:49.667 PM CEST,48.1172843,-1.6368227,0,On,Off,Off,1|1509,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-100.81,-14.61,21.69,4.15,-100.13,-79.77,--,--,1026.11,-96.87,90.49,
8865,8865,8865,8865,"Friday, June 16, 2023",04:44:49.667 PM CEST,48.1172843,-1.6368227,0,On,Off,Off,1|1509,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,0,0,--,-101.45,-13.61,19.19,3.71,-100.28,-80.41,--,--,312.04,-97.97,127.08,
8866,8866,8866,8866,"Friday, June 16, 2023",04:44:50.661 PM CEST,48.1172493,-1.6367887,0,On,Off,Off,1|1510,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-87.57,-10.23,29.75,7.92,-87.40,-66.53,--,--,812.41,-88.21,29.95,
8867,8867,8867,8867,"Friday, June 16, 2023",04:44:50.661 PM CEST,48.1172493,-1.6367887,0,On,Off,Off,1|1510,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,1,1,--,-95.73,-12.12,22.53,5.99,-95.75,-74.69,--,--,526.47,-94.31,52.85,
8868,8868,8868,8868,"Friday, June 16, 2023",04:44:50.661 PM CEST,48.1172493,-1.6367887,0,On,Off,Off,1|1510,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-97.79,-11.87,20.92,4.67,-98.44,-76.76,--,--,1026.47,-96.18,202.99,
8869,8869,8869,8869,"Friday, June 16, 2023",04:44:50.661 PM CEST,48.1172493,-1.6367887,0,On,Off,Off,1|1510,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,0,0,--,-103.38,-13.42,17.45,4.00,-103.83,-82.35,--,--,312.41,-101.44,139.47,
8870,8870,8870,8870,"Friday, June 16, 2023",04:44:50.661 PM CEST,48.1172493,-1.6367887,0,On,Off,Off,1|1510,3530.01,5G NR,80,30.0,3529.92,8,--,4,153,51,0,3,3,--,-104.62,-16.13,9.42,3.34,-104.62,-83.58,--,--,1028.24,-99.57,130.50,
8871,8871,8871,8871,"Friday, June 16, 2023",04:44:51.663 PM CEST,48.1172232,-1.6367435,0,On,Off,Off,1|1511,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-89.84,-11.33,29.05,5.95,-90.27,-68.80,--,--,813.26,-89.23,45.91,
8872,8872,8872,8872,"Friday, June 16, 2023",04:44:51.663 PM CEST,48.1172232,-1.6367435,0,On,Off,Off,1|1511,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-97.54,-12.19,23.21,4.94,-97.09,-76.50,--,--,1027.33,-96.27,81.75,
8873,8873,8873,8873,"Friday, June 16, 2023",04:44:51.663 PM CEST,48.1172232,-1.6367435,0,On,Off,Off,1|1511,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-101.51,-13.80,18.13,4.27,-101.60,-80.48,--,--,313.26,-98.45,93.10,
8874,8874,8874,8874,"Friday, June 16, 2023",04:44:51.663 PM CEST,48.1172232,-1.6367435,0,On,Off,Off,1|1511,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-102.66,-15.73,19.03,4.22,-101.42,-81.62,--,--,527.33,-97.14,69.00,
8875,8875,8875,8875,"Friday, June 16, 2023",04:44:52.661 PM CEST,48.1172107,-1.6366835,0,On,Off,Off,1|1512,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-92.18,-14.44,28.04,3.87,-92.28,-71.14,--,--,813.57,-88.25,50.84,
8876,8876,8876,8876,"Friday, June 16, 2023",04:44:52.661 PM CEST,48.1172107,-1.6366835,0,On,Off,Off,1|1512,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,1,1,--,-99.20,-14.46,21.03,4.30,-98.97,-78.16,--,--,527.64,-95.68,112.46,
8877,8877,8877,8877,"Friday, June 16, 2023",04:44:52.661 PM CEST,48.1172107,-1.6366835,0,On,Off,Off,1|1512,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-103.21,-14.60,17.65,2.77,-104.08,-82.17,--,--,313.57,-99.01,207.32,
8878,8878,8878,8878,"Friday, June 16, 2023",04:44:52.661 PM CEST,48.1172107,-1.6366835,0,On,Off,Off,1|1512,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,0,0,--,-107.16,-18.83,14.48,5.31,-107.39,-86.12,--,--,527.55,-98.82,131.52,
8879,8879,8879,8879,"Friday, June 16, 2023",04:44:53.661 PM CEST,48.117207,-1.6366155,0,Off,Off,Off,1|1513,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,3,3,--,-83.50,-10.89,17.89,13.11,-83.17,-62.46,--,--,1029.13,-83.04,28.40,
8880,8880,8880,8880,"Friday, June 16, 2023",04:44:53.661 PM CEST,48.117207,-1.6366155,0,Off,Off,Off,1|1513,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,2,2,--,-91.17,-13.69,11.95,4.17,-91.61,-70.13,--,--,815.06,-87.57,79.97,
8881,8881,8881,8881,"Friday, June 16, 2023",04:44:53.661 PM CEST,48.117207,-1.6366155,0,Off,Off,Off,1|1513,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-94.84,-12.75,7.33,4.84,-95.34,-73.80,--,--,315.06,-92.94,103.67,
8882,8882,8882,8882,"Friday, June 16, 2023",04:44:54.663 PM CEST,48.1172143,-1.6365468,0,On,Off,Off,1|1514,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,3,3,--,-83.50,-10.89,17.89,13.11,-83.17,-62.46,--,--,1029.13,-83.04,28.40,
8883,8883,8883,8883,"Friday, June 16, 2023",04:44:54.663 PM CEST,48.1172143,-1.6365468,0,On,Off,Off,1|1514,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,2,2,--,-91.17,-13.69,11.95,4.17,-91.61,-70.13,--,--,815.06,-87.57,79.97,
8884,8884,8884,8884,"Friday, June 16, 2023",04:44:54.663 PM CEST,48.1172143,-1.6365468,0,On,Off,Off,1|1514,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-94.84,-12.75,7.33,4.84,-95.34,-73.80,--,--,315.06,-92.94,103.67,
8885,8885,8885,8885,"Friday, June 16, 2023",04:44:55.662 PM CEST,48.1172283,-1.6364737,0,Off,Off,Off,1|1515,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-84.02,-10.46,32.31,10.63,-84.09,-62.98,--,--,814.20,-84.20,25.72,
8886,8886,8886,8886,"Friday, June 16, 2023",04:44:55.662 PM CEST,48.1172283,-1.6364737,0,Off,Off,Off,1|1515,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,1,1,--,-90.12,-10.57,27.66,10.72,-90.24,-69.09,--,--,528.26,-90.17,30.96,
8887,8887,8887,8887,"Friday, June 16, 2023",04:44:55.662 PM CEST,48.1172283,-1.6364737,0,Off,Off,Off,1|1515,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-100.31,-17.84,24.38,4.31,-99.92,-79.27,--,--,1028.26,-93.09,109.26,
8888,8888,8888,8888,"Friday, June 16, 2023",04:44:55.662 PM CEST,48.1172283,-1.6364737,0,Off,Off,Off,1|1515,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,0,0,--,-101.22,-14.34,18.96,4.07,-101.03,-80.19,--,--,314.20,-97.20,98.50,
8889,8889,8889,8889,"Friday, June 16, 2023",04:44:56.669 PM CEST,48.1172505,-1.636402,0,Off,Off,Off,1|1516,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,2,2,--,-84.02,-10.46,32.31,10.63,-84.09,-62.98,--,--,814.20,-84.20,25.72,
8890,8890,8890,8890,"Friday, June 16, 2023",04:44:56.669 PM CEST,48.1172505,-1.636402,0,Off,Off,Off,1|1516,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,1,1,--,-90.12,-10.57,27.66,10.72,-90.24,-69.09,--,--,528.26,-90.17,30.96,
8891,8891,8891,8891,"Friday, June 16, 2023",04:44:56.669 PM CEST,48.1172505,-1.636402,0,Off,Off,Off,1|1516,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-100.31,-17.84,24.38,4.31,-99.92,-79.27,--,--,1028.26,-93.09,109.26,
8892,8892,8892,8892,"Friday, June 16, 2023",04:44:56.669 PM CEST,48.1172505,-1.636402,0,Off,Off,Off,1|1516,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,0,0,--,-101.22,-14.34,18.96,4.07,-101.03,-80.19,--,--,314.20,-97.20,98.50,
8893,8893,8893,8893,"Friday, June 16, 2023",04:44:57.662 PM CEST,48.1172737,-1.636331,0,On,Off,Off,1|1517,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,3,3,--,-86.69,-10.94,14.01,8.65,-86.85,-65.65,--,--,1029.92,-86.22,39.12,
8894,8894,8894,8894,"Friday, June 16, 2023",04:44:57.662 PM CEST,48.1172737,-1.636331,0,On,Off,Off,1|1517,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,2,2,--,-92.72,-17.65,12.58,3.72,-92.40,-71.68,--,--,815.85,-86.22,130.22,
8895,8895,8895,8895,"Friday, June 16, 2023",04:44:57.662 PM CEST,48.1172737,-1.636331,0,On,Off,Off,1|1517,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,0,0,--,-99.09,-15.64,6.80,4.43,-98.78,-78.05,--,--,315.85,-94.48,85.91,
8896,8896,8896,8896,"Friday, June 16, 2023",04:44:57.662 PM CEST,48.1172737,-1.636331,0,On,Off,Off,1|1517,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,1,1,--,-102.44,-18.97,6.13,4.02,-101.72,-81.40,--,--,529.92,-94.30,104.67,
